topic_id,topic_size,top_words,suggestion_1,suggestion_2,suggestion_3,central_example_1,central_example_2,central_example_3,central_example_4,central_example_5,boundary_example_1,boundary_example_2,boundary_example_3,boundary_example_4,boundary_example_5,relevance,selected_name_option,manual_name,notes,annotator_id,annotated_at
136,46,"['anos', '16', 'adolescente', '15', 'pessoa', 'engravidar', 'idade', 'engravidando', 'jovem', 'uma']",Gravidez na adolescência e infância,Possibilidade de gravidez em meninas jovens,Adolescente ou criança grávida,Uma adolescente de 15 anos pode estar grávida?,Uma jovem de cerca de 18 anos pode estar grávida?,Como uma pessoa pode estar grávida aos 12 anos?,Como ela pode estar grávida se tem só 16 anos?,Uma adolescente de 15 anos pode engravidar?,O que significa uma filha de 15 anos também ter traço falciforme?,"Com 16 dias de cesárea, o sangramento já passou?","O que posso fazer quando, 16 anos após uma cesárea, a barriga não voltou ao normal, há falta de sensibilidade e sinto algumas glândulas?",Como uma pessoa pode pagar pensão sem saber se o filho é dela?,O leite materno serve para uma criança de 15 anos?,,,,,,
137,69,"['farmácia', 'negativo', 'testes', 'teste', 'sangue', 'exame', 'negativos', 'resultado', 'feito', 'mesmo']",Resultado negativo em testes de gravidez,Negatividade em testes de gravidez,Testes de gravidez com resultado negativo,"Mesmo com dois testes de farmácia e um exame de sangue negativos, ainda pode ser gravidez?","Mesmo com dois testes de farmácia e um exame de sangue negativos, é possível estar grávida?","Mesmo com teste de farmácia negativo no dia seguinte à data prevista da menstruação, ainda pode ser gravidez?",É possível estar grávida mesmo tendo feito um teste de farmácia com resultado negativo?,É possível estar grávida mesmo com dois testes de farmácia negativos?,O que ela tem para estar doente?,"Por que o exame de Coombs indireto pode dar positivo na minha terceira gestação, mesmo eu sendo O+ e o pai do bebê A+?","É possível fazer exame de toque sozinha, mesmo sem dilatação?",É verdade que só é possível fazer cesariana duas vezes?,O lúpus pode interferir no resultado do teste de gravidez?,,,,,,
138,42,"['sangramento', 'vermelho', 'vivo', 'apareceu', 'relação', 'errado', 'sangue', 'machucado', 'algo', 'significar']",Sangramento na gravidez e após relação,Sangramento na gestação e após relação sexual,Sangramento vaginal na gravidez e após relação,Sangramento há 12 dias é motivo de preocupação?,Um sangramento vermelho vivo que aconteceu sete dias após a relação pode indicar que há algo de errado?,"Se ela não menstruou mais depois desse sangramento, isso pode significar outra coisa?",Esse sangramento ocorreu no período em que a menstruação era para descer ou apareceu antes?,Isso é menstruação ou outro tipo de sangramento?,"Como são os pensamentos de uma pessoa com TOC na gravidez, se ela pensa que fez algo de errado ou que falou algo errado, muitas vezes relacionado à gravidez?",A incompatibilidade de tipo sanguíneo e fator Rh pode ocorrer entre pais sem parentesco?,O sangue era vermelho vivo?,A ausência dessas cólicas significa que pode haver algo errado com a gestação?,"Sete dias após uma relação desprotegida e o uso do Dia D, cólicas e uma secreção rosada por dois dias podem indicar gravidez?",,,,,,
139,50,"['seios', 'nos', 'dor', 'sentiu', 'sentir', 'doloridos', 'ficam', 'comum', 'mamilos', 'sensação']",Dor e sensibilidade nos seios na gravidez,Sensibilidade e dor nas mamas na gestação,Dor nos seios e mamilos durante a gestação,É possível estar grávida sem sentir dor nos seios?,Toda gestante sente dor nos seios no início da gravidez?,É normal não sentir dor nos seios na gravidez?,Você sentiu dor nos seios nessa gravidez?,É normal não sentir os seios doloridos durante a gravidez?,"Mesmo sendo uma istmocele mínima, há risco para a implantação do embrião?",Há explicações para não sentir dor durante a dilatação e para a dor só começar após o uso de ocitocina?,"O que pode ser esse sangramento escuro e depois claro, junto com dor nos seios, em uma mulher laqueada?","Por que, desde a minha última gestação há 5 anos, minha barriga fica inchada e com sensação de gases presos?",Gestante com 24 semanas de gravidez pode usar hidromassagem?,,,,,,
140,52,"['domperidona', 'produção', 'aumentar', 'materno', 'leite', 'efeitos', 'colaterais', 'começou', 'riscos', 'quais']",Domperidona para aumentar leite materno,Uso de domperidona para produção de leite,Efeitos e riscos da domperidona no leite,A domperidona funciona mesmo para aumentar a produção de leite materno?,A domperidona realmente funciona para aumentar a produção de leite materno?,O uso de domperidona para aumentar a produção de leite materno causou efeitos colaterais?,Uma gestante de 8 meses que ainda não está produzindo leite pode tomar domperidona para aumentar a produção de leite?,Você chegou a começar a tomar domperidona para aumentar a produção de leite materno?,O Kaleb já começou a mastigar?,Qual a porcentagem de iodo que foi tomada?,Há algum risco em colocar dois embriões em uma fertilização in vitro?,Quais são os riscos e cuidados necessários para engravidar depois dos 30 anos tendo tireoidite de Hashimoto?,A prescrição de Qlaira e Prolut Nor para adenomiose significa que já comecei a terapia hormonal?,,,,,,
141,46,"['outro', 'ela', 'vem', 'filhos', 'jovem', 'atualmente', 'vai', 'será', 'filhas', 'nasceram']",Gestação e saúde materna com novos bebês,Novo bebê e condição da mãe,Nascimento do bebê e saúde da gestante,Será que ela vai ter outro bebê?,Ela vai ter outro bebê?,É verdade que ela vai ganhar outro bebê?,E o bebê dela?,O bebê dela já nasceu?,"Por que uma das minhas filhas nasceu com tipo sanguíneo A+, diferente dos outros filhos, se eu sou O+ e o pai é O-?","Na cena, Helena não trocou os bebês, mas entregou o filho dela para a filha porque o outro bebê tinha morrido?",Atualmente existe parto humanizado?,"Se um bebê não puder ser amamentado pela mãe, isso pode ter algum impacto significativo na vida dele quando jovem ou adulto?",Será que a Jade vem mesmo?,,,,,,
142,54,"['quantas', 'quantos', 'meses', 'você', 'gestação', 'estava', 'semanas', 'está', 'tomadas', 'previsto']",Tempo de gestação em meses e semanas,Semanas e meses da gestação,Idade gestacional em semanas e meses,Com quantos meses de gravidez você está?,De quantos meses de gravidez você está?,Com quantos meses de gestação você está?,Você está com quantos meses de gravidez?,Com quantos meses de gravidez vocês estão?,Quantas gotas de iodo foram tomadas por dia?,A partir de quantos meses é possível fazer essa tática em um bebê?,Com quantos meses está a filha da Rayane?,"Se for um elefante, faltam mais dois meses para o parto?",Como devemos proceder em casos de violência durante a gestação e o parto?,,,,,,
143,59,"['bolsa', 'estourou', 'contrações', 'estourar', 'romper', 'amniótica', 'líquido', 'ir', 'começarem', 'sair']",Rompimento da bolsa amniótica,Bolsa amniótica rompida,Saída de líquido amniótico,Deu tudo certo com a gestante e o bebê depois de a bolsa estourar e as contrações começarem com 32 semanas de gravidez?,Como é possível esperar pelo parto se a bolsa já estourou?,"Se a bolsa estourou, o bebê vai nascer?","Se a bolsa estourar em casa, devo ir imediatamente para a maternidade?",A bolsa da gestante estourou em algum momento antes do parto ou permaneceu íntegra até o bebê nascer?,"Como é possível o períneo permanecer íntegro, sem romper e sem sofrer nenhuma lesão?",O que devo fazer agora que minha bolsa estourou?,Isso é tóxico para uma gestante e para o bebê dela?,Como saber se o líquido que saiu enquanto eu almoçava era urina ou se a bolsa estourou?,Esse procedimento pode romper o útero?,,,,,,
144,71,"['placenta', 'descolamento', 'acontece', 'baixa', 'fica', 'anterior', 'perigoso', 'corpo', 'contínuo', 'hemorragia']",Descolamento e placenta baixa,Placenta baixa e descolamento,Riscos da placenta baixa,"Se a placenta não descolar, isso também faz mal?","Se a placenta descolar, isso faz mal?",O que pode ser quando a placenta cai?,O que acontece quando a placenta está no colo do útero durante a gravidez?,O que acontece quando a placenta está anterior?,Esse cisto pode ser um cisto de corpo lúteo?,Baixa natalidade é mais vantajosa ambientalmente e ajuda a evitar a extinção humana?,Algum alimento também é perigoso para um bebê diagnosticado com G6PD?,Você está sofrendo por quê?,"Amamentar é um bom investimento de tempo, considerando que pode diminuir as chances de passar a noite inteira acordada com um bebê doente e de gastar com dentista no futuro?",,,,,,
145,69,"['dói', 'anestesia', 'cesariana', 'cesáreas', 'sente', 'cesárea', 'dor', 'menos', 'nascendo', 'relacionada']",Dor na cesariana e anestesia,Dor após cesárea e anestesia,Dor durante cesárea e anestesia,"Depois da cesárea, não dói?",A mãe sente dor na hora da cesárea?,"É verdade que, após uma cesariana, a mulher sente essa dor?",É possível passar horas com dor e ainda assim precisar de uma cesárea?,A cesárea dói muito?,"A perda de movimento do pé esquerdo e da perna em uma gestante, oito meses após cirurgia bariátrica, pode estar relacionada à falta de vitamina B12?",A diminuição dos movimentos do bebê após o uso de hidróxido de alumínio pode estar relacionada a esse medicamento?,Por que tantas crianças que estão nascendo agora estão tendo APLV?,"O que pode causar dor, sensibilidade no mamilo e um pontinho branco com saída de secreção branca em quem não está grávida nem amamentando?",Uma mulher estéril que adota um filho também passa por essa transformação de mãe?,,,,,,
146,48,"['episiotomia', 'laceração', 'evitar', 'humanizado', 'parto', 'corte', 'rasgue', 'perineal', 'fórceps', 'garfo']",episiotomia e laceração no parto humanizado,corte perineal episiotomia e laceração,evitar episiotomia e laceração no parto,"Durante o parto, é preferível rasgar naturalmente do que fazer episiotomia?",Não fazer episiotomia pode prejudicar o parto?,"Sem episiotomia, é possível não ter laceração nenhuma no parto?",O que fazer quando ocorre uma laceração durante o parto?,"Na segunda gestação, a episiotomia é necessária no parto normal?",Por que ela escolheu o garfo em vez da colher uma vez e depois escolheu o garfo duas vezes?,Como evitar dor no peito durante a extração de leite?,É pior ficar com urina na bexiga sem conseguir eliminá-la?,Como evitar engordar durante a gravidez?,Como evitar que o bebê também pegue o resfriado?,,,,,,
147,32,"['aas', 'aspirina', 'eclâmpsia', 'pré', 'trimestre', 'mg', 'tomar', 'prevenir', 'primeiro', 'sentido']",Uso de AAS para prevenir pré-eclâmpsia,Tomar aspirina para prevenção de pré-eclâmpsia,AAS na gestação para reduzir risco de pré-eclâmpsia,"Durante a gravidez, é necessário aumentar a dose de aspirina que já tomo todos os dias?","É correto tomar um comprimido e meio de AAS na gravidez, descartando a outra metade?",Não é permitido tomar aspirina ou AAS no primeiro trimestre da gravidez?,"Na primeira gestação, aos 36 anos, o uso de AAS é recomendado apenas por causa da idade?",Gestantes com 33 semanas de gestação e alto risco de pré-eclâmpsia devem usar AAS nessa fase da gestação?,"A dipirona mencionada é a de 500 mg/mL, já que existem várias dosagens?",A suspeita de gravidez ectópica faz sentido nesse caso?,"Uma gestante com trombofilia hereditária, em uso de Clexane 40 mg e cálcio 500 mg por dia, pressão de 10x6, 14 semanas de gestação e morfológico mostrando artéria em 1,5 precisa tomar AAS?","Em uma gestação gemelar dicoriônica diamniótica, com 34 semanas, quando deve-se parar de tomar AAS para prevenção de pré-eclâmpsia?","É normal sentir coceira intensa no primeiro trimestre da gravidez, incluindo no couro cabeludo, rosto, costas, braços e pescoço?",,,,,,
148,43,"['percentil', 'semanas', '34', 'gestação', 'kg', '19', 'mm', '36', 'com', 'cm']",Percentis fetais e crescimento na gestação,Crescimento e percentil do bebê,Tamanho fetal por percentil na gestação,"É normal a bebê estar com 3.114 g às 36 semanas e 37 semanas e 3 dias de gravidez, ou isso é motivo de preocupação?",O que devo fazer com 25 semanas de gestação se o bebê está caindo no percentil?,Está tudo bem com o bebê de 34 semanas que está no percentil 4?,Como está o bebê com 18 semanas de gestação?,"Como um bebê pode estar com 1,3 kg com 16 semanas de gestação?","Como uma bebê pode ter convulsão febril com 34,5°C?",Você é quem cria o bebê durante a gestação?,Há risco para o bebê ou algum problema se o exame de Coombs estiver reagente 1:8 com 34 semanas e 6 dias de gestação?,"Com 19 semanas e 2 dias de gravidez, o peito já pode estar formando colostro ou leite?",É normal estar com cólicas e sangramento com 6 semanas e 4 dias de gestação?,,,,,,
149,57,"['pós', 'disso', 'normais', 'partos', 'sentiu', 'parto', 'muitos', 'puerpério', 'lidar', 'gases']",Puerpério após o parto difícil,Recuperação no puerpério pós-parto,Bem-estar materno no pós-parto,Você ficou bem depois da complicação no parto?,Como você e o bebê estão após o parto?,Como foi passar por tudo isso de novo no parto?,Você está melhor um dia após o parto?,O que você fez para não sofrer no pós-parto?,A ciência afirma que é possível adquirir autismo durante a gravidez ou no parto?,O uso disso não afeta a saúde da criança?,"Há algum problema para a gravidez quando o casal tem o mesmo tipo sanguíneo e fator Rh, B positivo?",Qual é o nível do beta?,Uma bebê que já tem dificuldade para evacuar e muitos gases pode piorar com esses leites?,,,,,,
150,52,"['sintomas', 'sintoma', 'sentiu', 'quais', 'mesmos', 'relatou', 'os', 'sentindo', 'apresentar', 'nenhum']",Sintomas de gravidez e ausência,Sintomas na gravidez e falta,Relato de sintomas de gestação,Quais sintomas de gravidez você teve?,Quais sintomas de gravidez você sentiu?,Quais foram os sintomas no início da sua gravidez?,Quais sintomas você sentiu no início da gravidez?,Quais são os sintomas da gravidez no primeiro mês?,Você melhorou dos mesmos sintomas de dor na virilha e no reto após a cirurgia?,Quais fórmulas infantis são boas?,Quais eram os sintomas de refluxo da sua filha?,"O relato seria sobre o processo para engravidar, como ele se sentiu e a perspectiva dele?",Quais hospitais já oferecem essa pulseirinha nas maternidades?,,,,,,
151,62,"['semanas', '39', 'entrar', '40', 'induzir', '37', 'trabalho', 'gestação', '42', 'ir']",Quando ir à maternidade e induzir parto,Ir à maternidade e indução do parto,Início do trabalho de parto e avaliação na maternidade,"Se eu chegar às 40 semanas de gestação, devo ir ao hospital ou esperar o trabalho de parto em casa?","Ao completar 40 semanas, devo ir para a maternidade mesmo sem a bolsa romper ou sem contrações de parto?",38 semanas de gestação é cedo para entrar em trabalho de parto?,O que fazer se eu entrar em trabalho de parto antes das 37 semanas de gestação?,"Uma gestante com 36 semanas, com parto marcado para 39 semanas, pode entrar em trabalho de parto antes da data prevista?",A reposição com Systen Conti é saudável ou é sintética?,A ideia de comer tâmaras a partir de 36 semanas de gestação é válida?,Uma gestante de 37 semanas com oligodrâmnio já deve ir à maternidade para ser avaliada?,É possível ir para a maternidade assim?,O bebê pode nascer antes de eu completar 8 anos?,,,,,,
152,65,"['recuperação', 'cesariana', 'cesárea', 'após', 'pós', 'repouso', 'chiclete', 'operatório', 'resguardo', 'melhorou']",Recuperação no pós-cesariana,Recuperação após cesárea,Cicatrização e resguardo pós-cesariana,Você está se recuperando bem dois meses após a cesárea?,Como é a recuperação da cesárea?,A recuperação da cesárea é realmente muito difícil?,"Você já melhorou da recuperação da cesárea? Se sim, o que fez para melhorar?",Você precisou tomar remédio após a cesárea?,A recuperação após a laceração volta ao normal com o tempo?,O TOC que surgiu na gravidez melhorou?,Há alguma orientação sobre gestantes terem contato com roedores?,Como tem sido o repouso na gestação com pessário?,O repouso na gestação com pessário é absoluto?,,,,,,
153,63,"['cabelo', 'crescer', 'materno', 'crescimento', 'queda', 'leite', 'cair', 'tática', 'tanto', 'chupando']",Leite materno no cabelo e queda pós-parto,Leite materno no cabelo e crescimento capilar,Queda de cabelo pós-parto e leite materno no cabelo,É mentira que o leite materno fez o cabelo da bebê crescer?,É verdade que o leite materno fez o cabelo da bebê crescer muito?,O leite materno estraga o cabelo do bebê?,É verdade que o leite materno faz o cabelo da bebê crescer muito?,É falso que o leite materno fez o cabelo da bebê crescer muito?,E se essa menina cair?,O espermatozoide pode crescer sozinho fora do útero?,Que sensação você sente quando sua barriga começa a crescer?,A criança cai de cabeça ao puxar a cadeira ou ao cair do sofá?,Em que semana você começou a notar o crescimento da sua barriga?,,,,,,
154,61,"['teste', 'devo', 'fazer', 'atrasar', 'repetir', 'esperar', 'menstruação', 'negativo', 'gravidez', 'atraso']",Teste de gravidez após atraso menstrual,Quando fazer teste de gravidez,Repetir teste de gravidez com atraso,O teste de gravidez deve ser feito depois de 15 dias de atraso da menstruação?,Devo fazer outro teste de gravidez após dois meses sem menstruar?,Devo esperar um pouco para fazer um novo teste de gravidez?,Foi cedo demais fazer o teste de gravidez após um mês de atraso menstrual e ele ter dado negativo?,Devo repetir o teste de gravidez se a menstruação atrasar?,De quanto em quanto tempo devo fazer a lavagem nasal em bebês?,Meu filho engoliu um objeto; o que devo fazer?,Não seria melhor fazer o acompanhamento da criança desde agora?,Posso fazer o teste de farmácia no período da tarde?,Devo repetir esse exame ou posso confiar no resultado?,,,,,,
155,42,"['reflexo', 'vermelho', 'olho', 'preto', 'aparecer', 'câncer', 'exame', 'feito', 'cor', 'significa']",Significado do reflexo vermelho no bebê,Interpretação do reflexo vermelho no olho,Resultado do exame do reflexo vermelho,O que significa o reflexo vermelho do olho estar preto no exame do bebê?,O que aconteceu com o olho da bebê?,E se o reflexo vermelho do olho do bebê aparecer preto?,O que significa o reflexo vermelho no exame oftalmológico do bebê?,É possível que o reflexo vermelho não apareça no exame?,Essas mensagens são destinadas apenas às crianças de até 7 anos?,Na Espanha também é feito o exame de estreptococo do grupo B na gravidez?,O teste de ovulação com carinha feliz aparece apenas uma vez ou deve ser feito mais vezes?,Por que há um ponto preto no meio da barriga em uma cesárea?,Com quanto tempo antes do atraso menstrual pode aparecer enjoo na gravidez?,,,,,,
156,40,"['ferro', 'suplementação', 'ferritina', 'endovenoso', 'deficiência', 'avaliar', 'hemoglobina', 'ar', 'falta', 'aperto']",Suplementação de ferro na gestação,Ferro na gestação e deficiência,Tratamento de deficiência de ferro gestante,É possível fazer a suplementação de ferro por conta própria durante a gestação?,A suplementação de ferro deve ser recomendada desde a descoberta da gestação?,"Ferro baixo na gravidez, com cansaço, falta de ar e moleza no corpo, pode indicar a necessidade de ferro endovenoso?","Na gestação, também não deveriam ser solicitados exames de ferritina e saturação de transferrina para avaliar a deficiência de ferro?","Se eu precisar de ferro durante a gestação, o pré-natal vai indicar ferro endovenoso?",A criança é autista ou tem alguma deficiência?,É melhor manipular essa suplementação?,A suplementação pode fazer os cistos desaparecerem?,"Em qual dos dois morfológicos de primeiro trimestre deve-se confiar para avaliar o risco de pré-eclâmpsia, se um exame apontou risco aumentado e o outro baixo risco com três dias de diferença?",Seria indicado levar a bebê ao médico para avaliar a língua?,,,,,,
157,39,"['trompas', 'ectópica', 'trompa', 'obstruídas', 'engravidar', 'dificultar', 'quadril', 'ovário', 'didelfo', 'útero']",Gravidez com trompas obstruídas,Possibilidade de engravidar trompas obstruídas,Engravidar com trompas obstruídas,É possível engravidar quando há problema nas trompas?,O que vai acontecer comigo em relação às trompas obstruídas e à possibilidade de engravidar?,Você engravidou sem as trompas?,"Mesmo tendo apenas uma trompa formada, é possível engravidar?",É possível engravidar sem as duas trompas?,Por que não fazer uma cirurgia para que a diarreia pare e ele fique melhor?,Essa técnica ajuda na displasia do quadril?,Qual é o melhor remédio para tratar um cisto no ovário identificado no exame?,Como ela vai sustentar esse bebê se não tem dinheiro nem para se sustentar?,"O seu parto foi igual ao meu, moço?",,,,,,
